Aadhar Number/Unique ID,Name,Age,Annual Income (INR),Vehicle Ownership,Interest in EVs,Preferred Features,Financing Options,Region,Gender
612000000000,mamta,40,1617394,1,High,Affordable Price,Low Interest,Region-85,Male
412000000000,shivani,70,710685,0,High,Environment Friendly,Flexible EMI,Region-88,Female
327000000000,sunder munni kumari,70,567590,3,Medium,Luxury Features,Low Interest,Region-80,Female
128000000000,sunder munni kumari,18,424809,2,Medium,Fast Charging,Low Interest,Region-60,Male
306000000000,santosh,19,826251,1,Low,Luxury Features,No Down Payment,Region-81,Male
897000000000,smt. lalita devi,36,670425,1,Medium,Affordable Price,Flexible EMI,Region-29,Female
90137493530,sangeeta mahali,31,982622,1,High,Luxury Features,Low Interest,Region-18,Non-binary
960000000000,pooja,25,1878041,1,Medium,Luxury Features,Low Interest,Region-58,Male
285000000000,reena,55,311160,0,Low,Fast Charging,No Down Payment,Region-48,Female
841000000000,"ranjita devi and his son priyanshu age 2,1/2 yrs",29,665020,1,Medium,Luxury Features,No Down Payment,Region-11,Female
113000000000,sareen bano,43,307543,3,Low,Environment Friendly,Flexible EMI,Region-3,Female
388000000000,sonali,44,1193643,0,High,Long Range,No Down Payment,Region-42,Female
605000000000,soni,46,1299666,1,Low,Fast Charging,Flexible EMI,Region-18,Male
563000000000,gyan devi @ biba,32,1912142,0,High,Affordable Price,Flexible EMI,Region-16,Non-binary
33656383984,seema,63,1496869,0,Medium,Environment Friendly,Low Interest,Region-41,Female
347000000000,preeti,70,696539,1,Medium,Affordable Price,Low Interest,Region-65,Female
680000000000,neelam devi,18,1138537,0,High,Fast Charging,Low Interest,Region-43,Male
499000000000,neetu,60,1587489,2,Low,Fast Charging,Low Interest,Region-43,Female
177000000000,vinod gupta,45,1686871,1,High,Luxury Features,Low Interest,Region-91,Female
964000000000,meena,74,1677688,0,High,Fast Charging,Flexible EMI,Region-31,Female
188000000000,mamuni,20,1150262,1,Low,Affordable Price,Low Interest,Region-28,Male
873000000000,raja devi,68,1487978,1,High,Fast Charging,Low Interest,Region-51,Female
194000000000,neha,35,1523801,0,High,Long Range,Low Interest,Region-27,Male
242000000000,jyoti pandey,69,1095043,1,Medium,Luxury Features,Flexible EMI,Region-9,Female
623000000000,paramjeet kaur @ aasha,51,576016,1,Medium,Fast Charging,No Down Payment,Region-38,Male
651000000000,padma,49,1135887,0,Low,Long Range,No Down Payment,Region-36,Female
294000000000,puja,46,1121362,2,Medium,Affordable Price,Low Interest,Region-60,Male
64178823492,anjali,42,1411290,0,Low,Affordable Price,No Down Payment,Region-91,Male
433000000000,jaya saini,43,949194,0,Low,Long Range,Flexible EMI,Region-57,Male
760000000000,mamta,56,1306298,1,Medium,Long Range,Low Interest,Region-47,Male
166000000000,aarti,25,1266220,0,High,Fast Charging,Flexible EMI,Region-90,Male
501000000000,anjali,36,1719442,1,Medium,Luxury Features,Flexible EMI,Region-91,Female
355000000000,vaishali,71,1348991,1,High,Luxury Features,Low Interest,Region-68,Male
705000000000,savita,64,900729,0,High,Environment Friendly,Flexible EMI,Region-51,Male
863000000000,poonam mishra,59,936024,2,Medium,Long Range,Low Interest,Region-58,Female
219000000000,komal,39,895067,1,Low,Affordable Price,Flexible EMI,Region-48,Female
842000000000,madam sahnaj,46,1316646,1,Medium,Environment Friendly,No Down Payment,Region-59,Female
797000000000,laxmi devi,50,404448,1,High,Long Range,No Down Payment,Region-76,Female
327000000000,jeta,55,572032,0,Medium,Long Range,No Down Payment,Region-47,Male
536000000000,naveena,62,1524947,1,High,Environment Friendly,Flexible EMI,Region-15,Male
406000000000,anu jain,63,1473366,2,High,Luxury Features,Low Interest,Region-94,Male
935000000000,pooja,52,1931629,0,Medium,Long Range,No Down Payment,Region-78,Female
326000000000,padma devi,60,493786,1,High,Environment Friendly,Low Interest,Region-72,Female
609000000000,puja chauhan,20,1345358,1,High,Fast Charging,No Down Payment,Region-92,Male
884000000000,poonam,36,1364511,1,Low,Fast Charging,No Down Payment,Region-95,Male
353000000000,vinod devi,27,642775,1,Medium,Affordable Price,Flexible EMI,Region-2,Male
626000000000,ram pyari,44,1294233,0,High,Luxury Features,No Down Payment,Region-79,Male
972000000000,kali,32,825608,0,Medium,Environment Friendly,Low Interest,Region-61,Female
982000000000,sumitra,28,608176,0,High,Luxury Features,Low Interest,Region-40,Female
411000000000,anju devi,64,902051,1,Low,Luxury Features,No Down Payment,Region-43,Male
177000000000,minakshi,43,1235411,0,High,Environment Friendly,Low Interest,Region-48,Male
891000000000,komal,41,1648722,2,Low,Long Range,Low Interest,Region-72,Male
893000000000,roshni,30,1786630,1,Low,Fast Charging,Low Interest,Region-69,Male
307000000000,pooja,49,1911776,0,Medium,Affordable Price,Low Interest,Region-57,Male
421000000000,subhdra kumar,54,1611272,1,High,Long Range,Low Interest,Region-68,Male
203000000000,shallu,21,844428,1,Low,Luxury Features,No Down Payment,Region-12,Male
250000000000,rinku kumari,30,385591,0,High,Luxury Features,Low Interest,Region-74,Male
817000000000,ahsamin @ juhi,26,1332673,0,High,Environment Friendly,Low Interest,Region-68,Female
313000000000,vandna @ krishma,74,479809,0,High,Fast Charging,No Down Payment,Region-51,Male
808000000000,janki @ soni,66,1906231,0,Medium,Fast Charging,Flexible EMI,Region-74,Male
985000000000,sweety,51,1560282,2,High,Affordable Price,Low Interest,Region-29,Female
447000000000,ku. seetal rawat,73,1896925,1,Low,Long Range,Flexible EMI,Region-92,Female
180000000000,kiran @ vina,54,658734,2,High,Affordable Price,Flexible EMI,Region-29,Female
830000000000,kanti devi,65,1328232,1,Low,Luxury Features,No Down Payment,Region-83,Female
618000000000,maya devi,24,784331,0,High,Luxury Features,Flexible EMI,Region-13,Female
915000000000,labbhi,18,1743774,2,High,Fast Charging,Flexible EMI,Region-57,Male
581000000000,shabnam,29,1192566,0,High,Luxury Features,Flexible EMI,Region-98,Male
156000000000,bhawana,38,644750,0,Low,Long Range,No Down Payment,Region-46,Male
734000000000,kamlesh,28,934198,1,High,Long Range,Low Interest,Region-20,Male
279000000000,kumari aasu,61,1141113,1,Medium,Affordable Price,No Down Payment,Region-82,Male
411000000000,smt gulkasha,68,924351,1,High,Long Range,No Down Payment,Region-59,Female
352000000000,neha,61,363474,1,Low,Luxury Features,No Down Payment,Region-36,Female
928000000000,deepa bhatt,61,984873,2,High,Environment Friendly,Low Interest,Region-1,Male
98200831587,jyoti,31,674340,1,High,Fast Charging,Flexible EMI,Region-90,Male
819000000000,harpreet kaur,51,1400208,1,Medium,Fast Charging,Low Interest,Region-3,Non-binary
54864423750,gauri,51,708625,1,High,Fast Charging,Flexible EMI,Region-44,Male
129000000000,asha,42,1358105,1,Medium,Environment Friendly,Low Interest,Region-55,Female
216000000000,kavita,21,848442,0,High,Luxury Features,No Down Payment,Region-60,Female
411000000000,meena,69,1381458,2,Medium,Long Range,No Down Payment,Region-3,Male
979000000000,muskhan,72,1917781,1,Medium,Luxury Features,Flexible EMI,Region-85,Male
855000000000,arti,43,906776,1,High,Affordable Price,No Down Payment,Region-63,Female
443000000000,annu sharma,33,839989,2,Medium,Luxury Features,No Down Payment,Region-82,Female
499000000000,neetu,27,506353,2,High,Luxury Features,Low Interest,Region-31,Female
470000000000,sangeeta,62,1045231,0,Medium,Fast Charging,Flexible EMI,Region-100,Male
864000000000,kusum,19,1941089,0,Medium,Luxury Features,Low Interest,Region-61,Female
491000000000,smt shimla devi,52,1205710,1,Low,Environment Friendly,Low Interest,Region-49,Female
125000000000,santoshi,36,1007852,3,High,Fast Charging,No Down Payment,Region-44,Male
838000000000,vinod kumar,23,1351564,1,Medium,Affordable Price,Low Interest,Region-52,Female
953000000000,nurbi,36,1384495,1,High,Environment Friendly,Flexible EMI,Region-31,Female
43326266771,anil kumar,70,1851815,1,Medium,Environment Friendly,No Down Payment,Region-72,Male
690000000000,ramli rathore,69,1007527,0,Medium,Affordable Price,Flexible EMI,Region-89,Female
78508362401,sunita,68,309013,3,High,Long Range,Flexible EMI,Region-49,Male
831000000000,beauty khatoon,25,1780905,1,Medium,Luxury Features,Flexible EMI,Region-46,Male
779000000000,sarvesh,31,958934,2,Medium,Luxury Features,Flexible EMI,Region-54,Male
502000000000,poonam,27,1356414,1,Medium,Long Range,Low Interest,Region-84,Male
686000000000,praveena,20,331368,2,High,Affordable Price,No Down Payment,Region-11,Female
56267288559,reetu,55,856516,1,High,Long Range,Low Interest,Region-65,Male
196000000000,lalita sharma,46,1595944,1,High,Fast Charging,No Down Payment,Region-85,Female
737000000000,munnadevi,32,1656817,3,High,Fast Charging,Low Interest,Region-17,Male
822000000000,smt panchi devi urf sita devi,40,486845,1,High,Fast Charging,No Down Payment,Region-28,Female
376000000000,rekha,40,708039,1,Medium,Long Range,Flexible EMI,Region-82,Female
89334283681,sabina @ faiziya,35,978870,0,Medium,Environment Friendly,Flexible EMI,Region-93,Female
141000000000,kanchan,63,429802,1,High,Fast Charging,Low Interest,Region-74,Female
37512248314,mayuri,36,566579,2,Medium,Long Range,Low Interest,Region-9,Male
20828690781,aarti @ noni,45,357955,0,Low,Fast Charging,Flexible EMI,Region-34,Male
70201465762,jyoti,43,621651,1,High,Fast Charging,Low Interest,Region-20,Female
413000000000,suman,27,351033,1,High,Luxury Features,Low Interest,Region-95,Female
49978404964,maheshar jahan,64,1041449,0,Medium,Long Range,No Down Payment,Region-3,Female
381000000000,sushma,21,1336055,0,High,Luxury Features,No Down Payment,Region-1,Male
945000000000,pinki,72,1974876,1,Medium,Affordable Price,No Down Payment,Region-60,Male
836000000000,sukenta,19,347219,0,High,Fast Charging,Low Interest,Region-97,Male
759000000000,sanjana,20,989837,2,High,Fast Charging,Flexible EMI,Region-50,Female
560000000000,versha,24,782996,1,High,Luxury Features,Flexible EMI,Region-8,Male
949000000000,reetu,72,498300,1,High,Long Range,Flexible EMI,Region-18,Female
893000000000,soni,33,1757315,0,High,Environment Friendly,Flexible EMI,Region-30,Female
315000000000,geeta devi,48,1905190,1,High,Environment Friendly,No Down Payment,Region-97,Male
323000000000,suman,27,674770,1,High,Affordable Price,No Down Payment,Region-22,Male
679000000000,maya bai,36,473277,0,Medium,Long Range,Low Interest,Region-81,Female
252000000000,muskan,45,1217629,1,High,Long Range,Flexible EMI,Region-9,Female
593000000000,rozi sharma,34,1328752,2,Low,Luxury Features,Low Interest,Region-22,Male
234000000000,sheetal,45,1153167,0,High,Fast Charging,Flexible EMI,Region-10,Female
941000000000,manju,36,666540,1,High,Fast Charging,Flexible EMI,Region-97,Female
571000000000,aarti,54,316375,3,High,Long Range,Low Interest,Region-67,Female
179000000000,jyoti,40,433783,0,Medium,Environment Friendly,No Down Payment,Region-81,Male
401000000000,sajia,37,571326,2,Medium,Affordable Price,Low Interest,Region-9,Female
213000000000,shivani,30,1966041,1,High,Luxury Features,Low Interest,Region-47,Female
308000000000,babita,30,1967930,0,High,Long Range,Flexible EMI,Region-40,Male
29942870813,kiran,60,1289035,0,Low,Affordable Price,No Down Payment,Region-36,Male
170000000000,deepa,28,1782742,0,Low,Long Range,Low Interest,Region-19,Male
98029982550,shaving khatoon,65,1492568,0,High,Affordable Price,No Down Payment,Region-98,Female
44298271471,komal,32,846432,0,Medium,Affordable Price,No Down Payment,Region-2,Female
92198172292,smt gita,34,420270,1,Medium,Fast Charging,No Down Payment,Region-45,Female
312000000000,monika,71,957925,0,High,Luxury Features,No Down Payment,Region-91,Male
318000000000,saroj,67,1437485,1,Medium,Luxury Features,Flexible EMI,Region-83,Male
586000000000,bitoo devi,45,1795734,2,Medium,Fast Charging,Flexible EMI,Region-33,Male
766000000000,genda,36,1326597,2,Medium,Environment Friendly,Flexible EMI,Region-64,Female
501000000000,hemlata,21,1550208,1,Low,Luxury Features,Flexible EMI,Region-26,Male
874000000000,priyanka @ khushboo,39,595943,2,Medium,Fast Charging,Flexible EMI,Region-34,Non-binary
328000000000,priyanka @ khushboo,39,759993,0,High,Affordable Price,Low Interest,Region-63,Female
859000000000,vidhya,72,334510,0,High,Affordable Price,No Down Payment,Region-28,Male
588000000000,smt neelam,54,1845805,0,Medium,Luxury Features,Flexible EMI,Region-80,Male
360000000000,jyoti,56,387919,1,High,Affordable Price,No Down Payment,Region-86,Non-binary
326000000000,aditya negi,51,1461619,2,Medium,Luxury Features,Flexible EMI,Region-92,Female
872000000000,smt. rashni,50,1032726,1,High,Long Range,Flexible EMI,Region-78,Female
398000000000,gajala,61,722191,1,High,Fast Charging,Low Interest,Region-6,Male
196000000000,kanta sharma,59,615386,1,Low,Environment Friendly,No Down Payment,Region-11,Male
204000000000,ravinder kaur asha,57,1395122,0,Low,Luxury Features,Flexible EMI,Region-46,Female
369000000000,rukhsar,50,1833879,1,Medium,Environment Friendly,Flexible EMI,Region-20,Female
150000000000,manpreet kaur,29,780265,1,Medium,Fast Charging,Low Interest,Region-36,Male
35128337798,rehana praveen,19,1091329,0,Medium,Fast Charging,No Down Payment,Region-16,Female
257000000000,babli,45,431235,0,Medium,Long Range,No Down Payment,Region-70,Female
541000000000,komal,27,1581262,1,High,Fast Charging,Flexible EMI,Region-72,Female
660000000000,ritika,39,614684,1,Medium,Affordable Price,Low Interest,Region-45,Male
519000000000,ritu @ shallu,34,776131,1,Medium,Environment Friendly,Low Interest,Region-100,Non-binary
316000000000,meena,43,544367,1,High,Fast Charging,Flexible EMI,Region-48,Male
630000000000,kiran,20,1116462,3,High,Fast Charging,No Down Payment,Region-4,Male
953000000000,rakhi,24,1403889,1,Medium,Environment Friendly,Flexible EMI,Region-48,Female
611000000000,anita devi,61,329870,0,High,Environment Friendly,No Down Payment,Region-98,Female
771000000000,bhuri devi,25,1202997,1,High,Long Range,Low Interest,Region-84,Male
306000000000,renu,37,1473279,1,High,Fast Charging,Flexible EMI,Region-88,Female
579000000000,mamta,29,1771274,0,High,Affordable Price,Flexible EMI,Region-67,Female
810000000000,preeti,52,619399,1,Low,Affordable Price,Flexible EMI,Region-28,Female
767000000000,pooja,34,1178839,1,Medium,Long Range,No Down Payment,Region-30,Female
597000000000,amiraka,45,1990816,1,Low,Fast Charging,No Down Payment,Region-29,Female
246000000000,malvika,58,758146,1,Medium,Environment Friendly,Low Interest,Region-21,Female
741000000000,priti gujrati,27,1792292,1,Medium,Affordable Price,No Down Payment,Region-42,Male
626000000000,seema,39,1243883,2,Medium,Fast Charging,No Down Payment,Region-91,Male
752000000000,chanchal,55,1809579,2,High,Long Range,Flexible EMI,Region-50,Female
100000000000,gotiya gurjar,74,585818,1,Medium,Long Range,Low Interest,Region-89,Male
473000000000,lalita devi,50,1340210,1,Medium,Environment Friendly,Low Interest,Region-3,Female
245000000000,pooja,39,602570,2,Low,Long Range,Flexible EMI,Region-65,Male
581000000000,shveta,61,1398160,2,Low,Long Range,No Down Payment,Region-23,Male
471000000000,reeta,54,897539,2,High,Long Range,No Down Payment,Region-5,Female
404000000000,kavita,30,369353,0,High,Affordable Price,Flexible EMI,Region-95,Female
255000000000,yasmin,44,1431566,0,Medium,Environment Friendly,Flexible EMI,Region-25,Male
614000000000,nirvat,32,980050,3,High,Environment Friendly,No Down Payment,Region-35,Male
200000000000,monika,39,1981150,3,High,Environment Friendly,Low Interest,Region-65,Female
473000000000,pooja,47,595906,1,High,Long Range,Flexible EMI,Region-79,Non-binary
153000000000,pooja,60,1729726,3,High,Long Range,No Down Payment,Region-39,Female
113000000000,divya,57,992859,1,Medium,Affordable Price,Flexible EMI,Region-88,Male
722000000000,aaysha,54,781204,1,Medium,Long Range,Low Interest,Region-98,Male
308000000000,preeti chaudhary,51,1749462,1,Low,Affordable Price,Low Interest,Region-18,Female
521000000000,reena,61,1566335,1,High,Environment Friendly,No Down Payment,Region-25,Male
864000000000,shikha,51,1890205,1,High,Affordable Price,Low Interest,Region-100,Male
212000000000,manisha,65,1443716,3,Medium,Fast Charging,Flexible EMI,Region-1,Female
536000000000,sunita,70,1170506,1,High,Luxury Features,Low Interest,Region-62,Male
936000000000,shahna,52,1365591,2,Low,Long Range,No Down Payment,Region-9,Female
769000000000,dhapu bai,59,1282630,2,High,Environment Friendly,Flexible EMI,Region-41,Female
451000000000,anjali,36,1997445,0,Low,Luxury Features,Low Interest,Region-95,Female
582000000000,mausam,25,1398425,0,Medium,Luxury Features,Low Interest,Region-22,Female
162000000000,jyoti,56,1725439,1,Low,Environment Friendly,Low Interest,Region-66,Female
785000000000,neha,50,1364428,0,Medium,Luxury Features,No Down Payment,Region-45,Male
613000000000,varsha,61,879649,1,Low,Affordable Price,No Down Payment,Region-52,Female
133000000000,sarita devi,45,1722514,0,Medium,Environment Friendly,Low Interest,Region-20,Male
386000000000,priya,54,976618,1,Medium,Environment Friendly,Flexible EMI,Region-87,Female
677000000000,ridhima,65,1935219,0,Medium,Affordable Price,Low Interest,Region-12,Male
492000000000,naraini devi,42,1259012,0,Medium,Fast Charging,Flexible EMI,Region-74,Male
